-1.305694289721135437e-01;9.251541346244696040e-01;0.000000000000000000e+00
6.754864022378865851e-01;7.995786840943204243e-01;0.000000000000000000e+00
1.274044678112165485e+00;-4.464684184544822632e-01;1.000000000000000000e+00
1.286345447923393781e+00;-3.873577049635610337e-01;1.000000000000000000e+00
3.340006259237675024e-01;9.403627442374210554e-01;0.000000000000000000e+00
9.448817382414030908e-01;1.073609830941055915e-01;0.000000000000000000e+00
5.309983995010972846e-01;8.070974543291840053e-01;0.000000000000000000e+00
-9.409592886428840286e-01;1.878576053121854827e-01;0.000000000000000000e+00
2.221775904510783495e-01;1.071862136094357654e+00;0.000000000000000000e+00
-9.478305836753790903e-01;3.566260204483173712e-01;0.000000000000000000e+00
8.456783008688562031e-01;5.013801839041909236e-01;0.000000000000000000e+00
-1.036241856415253570e+00;1.867425219185033236e-01;0.000000000000000000e+00
2.272296333765859710e-01;-6.122408245010810268e-02;1.000000000000000000e+00
1.951952380247977237e+00;3.378441710174563406e-01;1.000000000000000000e+00
1.893723089044508645e-01;1.042310269322728855e+00;0.000000000000000000e+00
1.686470170659050805e+00;-2.911465922635831927e-01;1.000000000000000000e+00
8.220035693460517323e-02;7.332303770044124036e-03;1.000000000000000000e+00
1.311123758368850090e-01;1.951790562098056417e-02;1.000000000000000000e+00
2.020748625158719225e-01;9.440221345493270411e-01;0.000000000000000000e+00
2.694317559379445504e-01;-2.735922562216835940e-01;1.000000000000000000e+00
1.984462488888378173e+00;-2.251815077051455560e-02;1.000000000000000000e+00
-4.642573858898495914e-02;3.465155097149458796e-01;1.000000000000000000e+00
-9.246035659966561626e-02;1.036600020373846132e+00;0.000000000000000000e+00
2.886347742670138383e-01;-2.832260010209638468e-01;1.000000000000000000e+00
6.620806877275666746e-01;-5.144247027044266396e-01;1.000000000000000000e+00
3.464728323745426275e-01;-2.638023717095334120e-01;1.000000000000000000e+00
1.887689434959424428e+00;-4.877440488846272737e-04;1.000000000000000000e+00
-9.185734254902527818e-01;3.219734504517471896e-01;0.000000000000000000e+00
-5.575030493332219228e-01;8.502387403390325726e-01;0.000000000000000000e+00
8.318881053224187749e-02;1.073497642953404441e+00;0.000000000000000000e+00
6.071996135185543653e-02;1.531641070957378767e-02;1.000000000000000000e+00
-2.719166747335141632e-01;1.002469178617245493e+00;0.000000000000000000e+00
1.967102729638608549e+00;3.168390299915546104e-01;1.000000000000000000e+00
2.023335926565639209e+00;2.255855512150278519e-01;1.000000000000000000e+00
-3.298927481096307623e-01;8.565130787331918238e-01;0.000000000000000000e+00
3.198930348597980311e-01;-2.623694526245127223e-01;1.000000000000000000e+00
8.177524078201356961e-01;5.788639662371015682e-01;0.000000000000000000e+00
6.133862725953239670e-01;7.299859449982083470e-01;0.000000000000000000e+00
5.152740711526849759e-01;8.402730528647143204e-01;0.000000000000000000e+00
3.448859887046233363e-01;-2.998062961006977556e-01;1.000000000000000000e+00
1.395469984427016343e-02;4.451175462761851609e-01;1.000000000000000000e+00
-9.615609687260218141e-01;2.178119208139920882e-01;0.000000000000000000e+00
-8.535574313534076696e-01;5.726589063552462999e-01;0.000000000000000000e+00
4.430027170204751119e-01;-2.931624693827657446e-01;1.000000000000000000e+00
-4.082641792581687690e-01;8.719608073404729875e-01;0.000000000000000000e+00
-8.507785570157455624e-01;5.307497139218348980e-01;0.000000000000000000e+00
-5.120338001915218928e-01;9.052543259851640878e-01;0.000000000000000000e+00
1.827850516124688074e+00;9.569182346930191208e-02;1.000000000000000000e+00
1.957669294510595792e+00;2.246108561411598037e-01;1.000000000000000000e+00
1.812161796980293893e+00;-7.019816607482606829e-02;1.000000000000000000e+00
1.168036789939882025e+00;-4.215282230366644844e-01;1.000000000000000000e+00
4.614771272588957807e-01;1.004549345907302715e+00;0.000000000000000000e+00
1.059644979987233837e+00;-5.344986710736246982e-01;1.000000000000000000e+00
8.589157542108774024e-01;5.559591944747233061e-01;0.000000000000000000e+00
-3.811487776171361697e-01;1.053086989398915652e+00;0.000000000000000000e+00
1.198981643852999879e-01;-3.013078035886459713e-02;1.000000000000000000e+00
